ID,NIP,Nama,Email,Unit_Kerja,Status,Created_At
429,"71091000000426","Wirda Prasasta","wirda.prasasta.426@universitas.ac.id","Unit 5","aktif",2026-02-16 03:28:14
430,"77121200000427","Mrs. Saadat Samosir","saadat.samosir.427@universitas.ac.id","Unit 6","aktif",2026-02-16 03:28:14
431,"61122800000428","Asmuni Sihotang","asmuni.sihotang.428@universitas.ac.id","Unit 7","aktif",2026-02-16 03:28:14
432,"85122500000429","Mrs. Zulfa Wulandari","zulfa.wulandari.429@universitas.ac.id","Unit 8","aktif",2026-02-16 03:28:14
433,"80071200000430","Prof. Rini Laksita","rini.laksita.430@universitas.ac.id","Unit 9","aktif",2026-02-16 03:28:14
434,"62011500000431","Mrs. Raditya Utama","raditya.utama.431@universitas.ac.id","Unit 10","aktif",2026-02-16 03:28:14
435,"89081700000432","Mala Puspasari","mala.puspasari.432@universitas.ac.id","Unit 1","aktif",2026-02-16 03:28:14
436,"93062500000433","Mr. Prabu Pertiwi","prabu.pertiwi.433@universitas.ac.id","Unit 2","aktif",2026-02-16 03:28:14
437,"88042200000434","Dr. Kasiyah Habibi","kasiyah.habibi.434@universitas.ac.id","Unit 3","aktif",2026-02-16 03:28:14
438,"72101400000435","Pranata Utama","pranata.utama.435@universitas.ac.id","Unit 4","aktif",2026-02-16 03:28:14
439,"77021400000436","Prof. Jasmin Damanik","jasmin.damanik.436@universitas.ac.id","Unit 5","aktif",2026-02-16 03:28:14
440,"85102800000437","Mrs. Harja Iswahyudi","harja.iswahyudi.437@universitas.ac.id","Unit 6","aktif",2026-02-16 03:28:14
441,"63040400000438","Gilang Nurdiyanti","gilang.nurdiyanti.438@universitas.ac.id","Unit 7","aktif",2026-02-16 03:28:14
442,"87120300000439","Dr. Uchita Kusumo","uchita.kusumo.439@universitas.ac.id","Unit 8","aktif",2026-02-16 03:28:14
443,"86082700000440","Dr. Cecep Firgantoro","cecep.firgantoro.440@universitas.ac.id","Unit 9","aktif",2026-02-16 03:28:14
444,"72100500000441","Garda Irawan","garda.irawan.441@universitas.ac.id","Unit 10","aktif",2026-02-16 03:28:14
445,"61021200000442","Mr. Kezia Setiawan","kezia.setiawan.442@universitas.ac.id","Unit 1","aktif",2026-02-16 03:28:14
446,"63082600000443","Ir. Yulia Setiawan","yulia.setiawan.443@universitas.ac.id","Unit 2","aktif",2026-02-16 03:28:14
447,"96052800000444","Balamantri Hasanah","balamantri.hasanah.444@universitas.ac.id","Unit 3","aktif",2026-02-16 03:28:14
448,"94032600000445","Dr. Ulva Damanik","ulva.damanik.445@universitas.ac.id","Unit 4","aktif",2026-02-16 03:28:14
449,"71092000000446","Amelia Mandasari","amelia.mandasari.446@universitas.ac.id","Unit 5","aktif",2026-02-16 03:28:14
450,"77112300000447","Prof. Puti Mardhiyah","puti.mardhiyah.447@universitas.ac.id","Unit 6","aktif",2026-02-16 03:28:14
451,"91061300000448","Ir. Teguh Hakim","teguh.hakim.448@universitas.ac.id","Unit 7","aktif",2026-02-16 03:28:14
452,"95050900000449","Simon Nuraini","simon.nuraini.449@universitas.ac.id","Unit 8","aktif",2026-02-16 03:28:14
453,"65051000000450","Prof. Unggul Megantara","unggul.megantara.450@universitas.ac.id","Unit 9","aktif",2026-02-16 03:28:14
454,"69060200000451","Dr. Salman Palastri","salman.palastri.451@universitas.ac.id","Unit 10","aktif",2026-02-16 03:28:14
455,"90111600000452","Prof. Rama Halimah","rama.halimah.452@universitas.ac.id","Unit 1","aktif",2026-02-16 03:28:14
456,"65031100000453","Prof. Eka Habibi","eka.habibi.453@universitas.ac.id","Unit 2","aktif",2026-02-16 03:28:14
457,"91012000000454","Latika Nasyidah","latika.nasyidah.454@universitas.ac.id","Unit 3","aktif",2026-02-16 03:28:14
458,"81120600000455","Prof. Harto Situmorang","harto.situmorang.455@universitas.ac.id","Unit 4","aktif",2026-02-16 03:28:14
459,"71091600000456","Warsa Ardianto","warsa.ardianto.456@universitas.ac.id","Unit 5","aktif",2026-02-16 03:28:14
460,"79012200000457","Mr. Hamima Palastri","hamima.palastri.457@universitas.ac.id","Unit 6","aktif",2026-02-16 03:28:14
461,"63120700000458","Prof. Rafid Setiawan","rafid.setiawan.458@universitas.ac.id","Unit 7","aktif",2026-02-16 03:28:14
462,"97032300000459","Mrs. Nardi Setiawan","nardi.setiawan.459@universitas.ac.id","Unit 8","aktif",2026-02-16 03:28:14
463,"99091900000460","Harjasa Uyainah","harjasa.uyainah.460@universitas.ac.id","Unit 9","aktif",2026-02-16 03:28:14
